Asset,Strategy,RoundTripCost,Annualised Return,Annualised Volatility,Sharpe,Sortino,Skew,Max Drawdown,Avg |Δw|
VGK,BH,0.001,0.04868128266621152,0.23770017312005584,0.3193550200341147,0.3958290497715288,-0.33609977350888665,-0.6098812479102773,0.0
VGK,TSMOM,0.0,0.004743664935319858,0.2377391538303826,0.13907374625072072,0.17872584631348135,-0.13647849054937378,-0.574136878645783,0.11332586786114222
VGK,TSMOM,0.0002,0.0018787561221056404,0.23773907358914645,0.1270641038674161,0.16331562262608862,-0.13651477941750037,-0.5874798621854005,0.11332586786114222
VGK,TSMOM,0.001,-0.009505084148010434,0.23776141532401687,0.07901792079719505,0.10158579832728451,-0.13663077949977975,-0.6563086288662952,0.11332586786114222
VGK,VC_CONTRARIAN,0.0,0.05872210711131998,0.23768748423773367,0.3590252302136647,0.47471997320926534,0.023922522285416237,-0.4566885472078547,0.18275475923852183
VGK,VC_CONTRARIAN,0.0002,0.05386091306820662,0.23768063305603537,0.3396634130202456,0.44920971798683107,0.02437776670249681,-0.4573339763630656,0.18275475923852183
VGK,VC_CONTRARIAN,0.001,0.03462879342493608,0.23768844046012508,0.26216613670005234,0.3469965499323164,0.026192213683992088,-0.4621681586630745,0.18275475923852183
VGK,VC_FLAT,0.0,0.05267886114958542,0.12531049600673122,0.4724228307845294,0.5053063288381021,-0.1523490030280288,-0.21286518291183476,0.0916013437849944
VGK,VC_FLAT,0.0002,0.05025387246895874,0.12530061636006798,0.45404167922392286,0.48473541442737766,-0.15436670892310986,-0.21585322487909187,0.0916013437849944
VGK,VC_FLAT,0.001,0.040605936591268765,0.12528792054657845,0.38040661932621506,0.4072740307500318,-0.16232963672848133,-0.2276978083373694,0.0916013437849944
